,0
1970,547
1971,556
1972,452
1973,64412
1974,64364
1975,64311
1976,64253
1977,64288
1978,64429
1979,64596
1980,64788
1981,64987
1982,65223
1983,65406
1984,65465
1985,1007
1986,493
1987,673
1988,499
1989,693
1990,670
1991,945
1992,480
1993,654
1994,678
1995,1005
1996,688
1997,521
1998,542
1999,718
2000,639
2001,575
2002,534
2003,596
2004,706
2005,618
2006,565
2007,685
2008,696
2009,656
2010,951
2011,64819
2012,1073
2013,576
2014,584
2015,643
2016,476
2017,850
2018,613
2019,664
2020,866
2021,657
2022,555
2023,759
2024,498
2025,612
2026,618
2027,560
2028,64811
2029,1089
2030,657
2031,570
2032,507
2033,651
2034,532
2035,561
2036,312
2037,596
2038,562
2039,679
2040,585
2041,673
2042,539
2043,657
2044,535
2045,494
2046,815
2047,1069
2048,695
2049,512
2050,736
2051,661
2052,661
2053,1156
2054,676
2055,538
2056,532
2057,64803
2058,1024
2059,745
2060,493
2061,683
2062,662
2063,697
2064,64845
2065,1095
2066,536
2067,495
2068,926
2069,540
2070,567
2071,521
2072,678
2073,618
2074,830
2075,564
2076,628
2077,551
2078,516
2079,540
2080,904
2081,495
2082,1165
2083,623
2084,527
2085,648
2086,658
2087,668
2088,691
2089,534
2090,530
2091,797
2092,823
2093,555
2094,600
2095,692
2096,538
2097,683
2098,676
2099,676
2100,806
2101,530
2102,1116
2103,498
2104,511
2105,536
2106,856
2107,997
2108,837
2109,766
2110,694
2111,631
2112,694
2113,771
2114,649
2115,526
2116,675
2117,664
2118,572
2119,662
2120,674
2121,636
2122,744
2123,691
2124,529
2125,515
2126,693
2127,64822
2128,935
2129,578
2130,491
2131,557
2132,567
2133,668
2134,676
2135,517
2136,664
2137,770
2138,665
2139,629
2140,708
2141,407
2142,978
2143,728
2144,915
2145,724
2146,686
2147,501
2148,712
2149,486
2150,580
2151,642
2152,751
2153,64850
2154,1090
2155,488
2156,531
2157,537
2158,784
2159,562
2160,886
2161,654
2162,682
2163,610
2164,639
2165,734
2166,1006
2167,629
2168,540
2169,769
2170,694
2171,660
2172,797
2173,591
2174,1076
2175,678
2176,711
2177,843
2178,534
2179,578
2180,491
2181,537
2182,674
2183,640
2184,557
2185,786
2186,671
2187,695
2188,667
2189,696
2190,661
2191,637
2192,673
2193,650
2194,743
2195,535
2196,708
2197,793
2198,581
2199,64819
2200,1074
2201,548
2202,623
2203,673
2204,806
2205,855
2206,517
2207,740
2208,687
2209,527
2210,549
2211,668
2212,702
2213,841
2214,1248
2215,642
2216,64784
2217,989
2218,673
2219,801
2220,1114
2221,519
2222,539
2223,530
2224,498
2225,506
2226,998
2227,797
2228,659
2229,723
2230,546
2231,568
2232,539
2233,656
2234,935
2235,593
2236,679
2237,577
2238,663
2239,104
2240,577
2241,705
2242,698
2243,553
2244,695
2245,950
2246,901
2247,725
2248,958
2249,659
2250,608
2251,1057
2252,670
2253,723
2254,644
2255,490
2256,1012
2257,893
2258,723
2259,513
2260,485
2261,658
2262,715
2263,489
2264,918
2265,771
2266,512
2267,636
2268,527
2269,550
2270,499
2271,653
2272,744
2273,692
2274,693
2275,684
2276,517
2277,671
2278,508
2279,840
2280,857
2281,680
2282,692
2283,677
2284,519
2285,643
2286,681
2287,617
2288,784
2289,557
2290,641
2291,520
2292,643
2293,648
2294,533
2295,688
2296,720
2297,274
2298,632
2299,656
2300,699
2301,563
2302,744
2303,668
2304,648
2305,714
2306,570
2307,663
2308,727
2309,567
2310,715
2311,596
2312,575
2313,648
2314,557
2315,545
2316,615
2317,552
2318,501
2319,666
2320,680
2321,103
2322,1034
2323,677
2324,665
2325,702
2326,303
2327,500
2328,530
2329,536
2330,506
2331,694
2332,636
2333,513
2334,693
2335,656
2336,667
2337,670
2338,589
2339,787
2340,663
2341,704
2342,756
2343,535
2344,690
2345,814
2346,581
2347,664
2348,666
2349,492
2350,492
2351,536
2352,737
2353,852
2354,511
2355,708
2356,587
2357,568
2358,829
2359,341
2360,605
2361,64848
2362,987
2363,545
2364,595
2365,697
2366,524
2367,705
2368,64816
2369,1083
2370,806
2371,629
2372,747
2373,681
2374,662
2375,612
2376,686
2377,673
2378,677
2379,64829
2380,1091
2381,791
2382,600
2383,680
2384,668
2385,532
2386,669
2387,868
2388,1016
2389,630
2390,680
2391,548
2392,555
2393,567
2394,679
2395,648
2396,594
2397,740
2398,657
2399,682
2400,668
2401,873
2402,663
2403,521
2404,731
2405,540
2406,567
2407,663
2408,497
2409,897
2410,1025
2411,670
2412,534
2413,591
2414,490
2415,664
2416,527
2417,697
2418,702
2419,888
2420,683
2421,710
2422,565
2423,601
2424,474
2425,537
2426,618
2427,688
2428,521
2429,721
2430,632
2431,692
2432,529
2433,664
2434,507
2435,715
2436,604
2437,761
2438,544
2439,756
2440,670
2441,740
2442,844
2443,497
2444,630
2445,727
2446,867
2447,793
2448,481
2449,525
2450,106
2451,856
2452,521
2453,686
2454,684
2455,523
2456,811
2457,713
2458,557
2459,551
2460,782
2461,703
2462,663
2463,556
2464,679
2465,780
2466,653
2467,686
2468,968
2469,712
2470,682
2471,537
2472,756
2473,717
2474,661
2475,699
2476,674
2477,701
2478,509
2479,687
2480,540
2481,554
2482,669
2483,606
2484,624
2485,698
2486,576
2487,702
2488,986
2489,1001
2490,617
2491,732
2492,625
2493,560
2494,769
2495,583
2496,777
2497,581
2498,678
2499,496
2500,724
2501,665
2502,616
2503,65000
2504,926
2505,857
2506,64826
2507,1093
2508,716
2509,695
2510,626
2511,599
2512,672
2513,689
2514,605
2515,676
2516,752
2517,772
2518,682
2519,956
2520,926
2521,642
2522,626
2523,510
2524,1005
2525,825
2526,664
2527,731
2528,525
2529,667
2530,715
2531,666
2532,664
2533,631
2534,338
2535,1025
2536,624
2537,64813
2538,992
2539,675
2540,509
2541,578
2542,685
2543,485
2544,624
2545,500
2546,624
2547,766
2548,589
2549,545
2550,808
2551,671
2552,794
2553,548
2554,748
2555,64824
2556,1072
2557,664
2558,617
2559,548
2560,685
2561,501
2562,718
